Member_number,Date,itemDescription,year,month,day,day_of_week
2046,28/02/2015,bottled water,2015,2,28,5
2149,23/05/2015,salty snack,2015,5,23,5
1958,16/06/2014,other vegetables,2014,6,16,0
3237,28/06/2015,fruit/vegetable juice,2015,6,28,6
2686,20/12/2014,ready soups,2014,12,20,5
2210,13/01/2015,whole milk,2015,1,13,1
4199,8/04/2015,rolls/buns,2015,4,8,2
1477,21/11/2014,frozen vegetables,2014,11,21,4
1403,16/05/2015,curd,2015,5,16,5
3268,31/01/2014,hamburger meat,2014,1,31,4
4060,12/11/2015,specialty chocolate,2015,11,12,3
4211,22/03/2014,rolls/buns,2014,3,22,5
3523,16/10/2014,bottled water,2014,10,16,3
1921,25/10/2015,bottled water,2015,10,25,6
1738,15/07/2014,soda,2014,7,15,1
1062,18/09/2015,yogurt,2015,9,18,4
2611,26/04/2014,chewing gum,2014,4,26,5
4324,1/05/2015,whole milk,2015,5,1,4
2796,18/04/2014,other vegetables,2014,4,18,4
1673,4/08/2014,citrus fruit,2014,8,4,0
1404,5/03/2015,waffles,2015,3,5,3
3884,10/12/2014,beef,2014,12,10,2
1315,26/08/2015,rolls/buns,2015,8,26,2
4356,1/09/2014,butter milk,2014,9,1,0
4708,6/06/2015,ham,2015,6,6,5
1839,9/03/2015,herbs,2015,3,9,0
4385,17/11/2015,margarine,2015,11,17,1
3113,18/06/2015,berries,2015,6,18,3
1265,3/07/2015,cream cheese ,2015,7,3,4
1994,3/11/2015,pip fruit,2015,11,3,1
4638,11/03/2014,nuts/prunes,2014,3,11,1
4349,29/01/2014,hamburger meat,2014,1,29,2
4953,5/07/2015,salty snack,2015,7,5,6
1553,4/07/2014,pip fruit,2014,7,4,4
4068,1/10/2015,yogurt,2015,10,1,3
4301,5/01/2015,sausage,2015,1,5,0
4606,11/07/2014,salt,2014,7,11,4
4030,29/05/2014,butter,2014,5,29,3
1908,30/05/2014,misc. beverages,2014,5,30,4
1726,11/02/2015,red/blush wine,2015,2,11,2
1142,22/05/2014,newspapers,2014,5,22,3
4976,7/11/2015,misc. beverages,2015,11,7,5
1468,4/12/2014,salty snack,2014,12,4,3
2760,20/06/2014,vinegar,2014,6,20,4
1428,23/08/2014,margarine,2014,8,23,5
4459,2/08/2015,hamburger meat,2015,8,2,6
3046,18/11/2015,misc. beverages,2015,11,18,2
2672,26/11/2015,pastry,2015,11,26,3
3137,24/08/2015,other vegetables,2015,8,24,0
4067,16/10/2015,domestic eggs,2015,10,16,4
4774,24/07/2014,whipped/sour cream,2014,7,24,3
3876,10/03/2015,other vegetables,2015,3,10,1
1767,24/10/2015,pastry,2015,10,24,5
3447,27/11/2015,ice cream,2015,11,27,4
1913,14/12/2014,rolls/buns,2014,12,14,6
2019,12/06/2014,tropical fruit,2014,6,12,3
3722,20/02/2014,brown bread,2014,2,20,3
3308,21/08/2014,shopping bags,2014,8,21,3
1749,12/09/2014,ham,2014,9,12,4
3497,24/09/2015,other vegetables,2015,9,24,3
3603,13/08/2014,white bread,2014,8,13,2
1867,19/11/2014,detergent,2014,11,19,2
3841,27/09/2014,brown bread,2014,9,27,5
4939,1/08/2014,whipped/sour cream,2014,8,1,4
3719,26/10/2014,yogurt,2014,10,26,6
1381,3/06/2015,UHT-milk,2015,6,3,2
4607,15/12/2015,sliced cheese,2015,12,15,1
1440,14/07/2014,chocolate,2014,7,14,0
4300,4/04/2015,root vegetables,2015,4,4,5
3911,15/02/2015,dessert,2015,2,15,6
3711,7/08/2015,berries,2015,8,7,4
3038,18/04/2014,baking powder,2014,4,18,4
4941,15/01/2015,salty snack,2015,1,15,3
1154,15/05/2014,female sanitary products,2014,5,15,3
2851,16/03/2015,spread cheese,2015,3,16,0
2957,4/12/2015,bottled beer,2015,12,4,4
3923,28/06/2014,shopping bags,2014,6,28,5
3581,16/01/2015,sausage,2015,1,16,4
2556,11/11/2014,other vegetables,2014,11,11,1
3897,23/08/2015,baking powder,2015,8,23,6
3295,28/07/2015,hamburger meat,2015,7,28,1
1625,10/08/2015,other vegetables,2015,8,10,0
2548,25/12/2015,curd,2015,12,25,4
1354,29/11/2015,pastry,2015,11,29,6
3482,24/07/2014,brown bread,2014,7,24,3
4412,13/03/2014,UHT-milk,2014,3,13,3
3985,23/10/2015,baking powder,2015,10,23,4
2049,10/07/2015,tropical fruit,2015,7,10,4
2120,27/02/2014,red/blush wine,2014,2,27,3
2625,9/06/2014,brown bread,2014,6,9,0
3621,3/05/2015,other vegetables,2015,5,3,6
3402,24/12/2014,roll products ,2014,12,24,2
1335,18/10/2015,grapes,2015,10,18,6
3665,23/09/2015,zwieback,2015,9,23,2
1607,10/12/2014,rolls/buns,2014,12,10,2
3587,8/05/2015,pastry,2015,5,8,4
3595,1/06/2014,domestic eggs,2014,6,1,6
4234,22/01/2014,oil,2014,1,22,2
2279,1/03/2014,curd,2014,3,1,5
1277,12/01/2015,rolls/buns,2015,1,12,0
3292,8/08/2014,red/blush wine,2014,8,8,4
2458,20/11/2014,cat food,2014,11,20,3
4048,5/08/2015,domestic eggs,2015,8,5,2
4817,13/06/2014,butter,2014,6,13,4
2104,7/02/2014,pastry,2014,2,7,4
1474,6/02/2015,cream cheese ,2015,2,6,4
3829,25/06/2015,tropical fruit,2015,6,25,3
4475,4/03/2015,other vegetables,2015,3,4,2
2244,11/09/2014,whole milk,2014,9,11,3
3656,20/01/2014,dental care,2014,1,20,0
3466,31/05/2014,rolls/buns,2014,5,31,5
1025,2/06/2014,coffee,2014,6,2,0
3246,21/05/2014,root vegetables,2014,5,21,2
3517,12/11/2015,coffee,2015,11,12,3
3591,5/11/2015,butter,2015,11,5,3
4272,5/06/2014,cat food,2014,6,5,3
3944,1/03/2015,onions,2015,3,1,6
3318,21/07/2015,curd,2015,7,21,1
4947,14/09/2015,chewing gum,2015,9,14,0
1617,2/07/2014,frozen meals,2014,7,2,2
1901,21/04/2015,citrus fruit,2015,4,21,1
2433,4/08/2014,bottled beer,2014,8,4,0
4341,29/03/2014,other vegetables,2014,3,29,5
2107,1/08/2014,whole milk,2014,8,1,4
4953,5/07/2015,whole milk,2015,7,5,6
3533,22/08/2014,hamburger meat,2014,8,22,4
1102,30/09/2014,brown bread,2014,9,30,1
4800,24/12/2015,seasonal products,2015,12,24,3
4015,1/10/2015,curd,2015,10,1,3
1728,15/08/2015,soda,2015,8,15,5
1032,15/06/2015,butter,2015,6,15,0
3184,24/10/2015,onions,2015,10,24,5
3444,1/07/2014,rice,2014,7,1,1
3997,19/07/2015,curd cheese,2015,7,19,6
2534,18/05/2015,soda,2015,5,18,0
2309,17/04/2014,domestic eggs,2014,4,17,3
3638,6/06/2015,pip fruit,2015,6,6,5
3200,4/01/2015,whole milk,2015,1,4,6
4541,18/04/2015,coffee,2015,4,18,5
2502,2/07/2015,berries,2015,7,2,3
2291,20/09/2015,roll products ,2015,9,20,6
1218,28/05/2014,cling film/bags,2014,5,28,2
4556,11/04/2014,other vegetables,2014,4,11,4
1901,29/11/2015,brown bread,2015,11,29,6
4673,20/08/2014,specialty chocolate,2014,8,20,2
4267,9/06/2015,whole milk,2015,6,9,1
4890,22/04/2015,other vegetables,2015,4,22,2
2170,2/10/2015,sauces,2015,10,2,4
4515,3/06/2014,white bread,2014,6,3,1
3960,25/03/2015,tropical fruit,2015,3,25,2
3967,20/02/2014,other vegetables,2014,2,20,3
1566,19/11/2015,tropical fruit,2015,11,19,3
4852,28/04/2015,soda,2015,4,28,1
1168,2/11/2015,whole milk,2015,11,2,0
4195,10/01/2015,cream cheese ,2015,1,10,5
3965,16/10/2014,domestic eggs,2014,10,16,3
1075,19/06/2014,UHT-milk,2014,6,19,3
4679,11/10/2015,tropical fruit,2015,10,11,6
4942,23/11/2015,sliced cheese,2015,11,23,0
1279,13/02/2014,oil,2014,2,13,3
4953,10/10/2015,roll products ,2015,10,10,5
2784,26/05/2014,whipped/sour cream,2014,5,26,0
1663,24/02/2014,rolls/buns,2014,2,24,0
2237,2/09/2015,chicken,2015,9,2,2
4799,2/09/2015,canned beer,2015,9,2,2
3681,19/05/2014,specialty fat,2014,5,19,0
3147,20/02/2015,citrus fruit,2015,2,20,4
1324,24/01/2015,specialty bar,2015,1,24,5
1512,23/02/2015,shopping bags,2015,2,23,0
1526,21/07/2014,yogurt,2014,7,21,0
1518,21/06/2015,yogurt,2015,6,21,6
4308,24/01/2015,yogurt,2015,1,24,5
2451,26/02/2014,hard cheese,2014,2,26,2
2408,19/05/2015,onions,2015,5,19,1
3694,11/10/2015,other vegetables,2015,10,11,6
1508,28/09/2014,yogurt,2014,9,28,6
4501,9/08/2014,dessert,2014,8,9,5
3713,31/01/2014,berries,2014,1,31,4
1566,30/04/2015,grapes,2015,4,30,3
1722,7/12/2014,whole milk,2014,12,7,6
2708,17/02/2015,artif. sweetener,2015,2,17,1
3886,9/11/2015,other vegetables,2015,11,9,0
4715,11/10/2014,margarine,2014,10,11,5
1844,24/07/2015,pip fruit,2015,7,24,4
1584,7/10/2015,sugar,2015,10,7,2
1510,21/08/2015,whole milk,2015,8,21,4
4971,17/05/2015,sausage,2015,5,17,6
2806,13/03/2014,brown bread,2014,3,13,3
3497,14/06/2015,yogurt,2015,6,14,6
2998,14/07/2015,yogurt,2015,7,14,1
2122,7/05/2014,hamburger meat,2014,5,7,2
2340,4/08/2014,whole milk,2014,8,4,0
4080,22/09/2014,whole milk,2014,9,22,0
3646,26/05/2014,whipped/sour cream,2014,5,26,0
1341,21/04/2014,yogurt,2014,4,21,0
1355,28/03/2015,soda,2015,3,28,5
4018,28/04/2015,hamburger meat,2015,4,28,1
2687,31/07/2015,fruit/vegetable juice,2015,7,31,4
3939,25/09/2014,pip fruit,2014,9,25,3
3460,14/09/2015,dessert,2015,9,14,0
1104,5/09/2014,root vegetables,2014,9,5,4
2007,23/11/2015,cream cheese ,2015,11,23,0
3656,3/11/2015,tropical fruit,2015,11,3,1
4204,16/10/2015,rolls/buns,2015,10,16,4
2799,8/12/2015,hamburger meat,2015,12,8,1
3915,30/09/2015,brown bread,2015,9,30,2
4251,14/11/2014,whole milk,2014,11,14,4
1902,14/12/2014,whipped/sour cream,2014,12,14,6
4262,17/08/2014,domestic eggs,2014,8,17,6
3801,17/08/2015,newspapers,2015,8,17,0
3028,6/09/2015,long life bakery product,2015,9,6,6
1554,2/04/2014,curd,2014,4,2,2
3986,18/11/2015,citrus fruit,2015,11,18,2
1052,7/06/2015,margarine,2015,6,7,6
4683,15/01/2015,tropical fruit,2015,1,15,3
4939,29/06/2015,soda,2015,6,29,0
1355,25/02/2015,sugar,2015,2,25,2
2517,17/04/2014,cream cheese ,2014,4,17,3
4405,22/07/2015,frankfurter,2015,7,22,2
2129,9/05/2014,tropical fruit,2014,5,9,4
2437,24/06/2014,whole milk,2014,6,24,1
2419,22/08/2015,whole milk,2015,8,22,5
2162,19/06/2015,curd,2015,6,19,4
3822,27/05/2015,citrus fruit,2015,5,27,2
2315,5/02/2015,other vegetables,2015,2,5,3
4420,25/02/2015,red/blush wine,2015,2,25,2
1296,24/02/2014,pickled vegetables,2014,2,24,0
4760,4/02/2015,fruit/vegetable juice,2015,2,4,2
1868,25/02/2014,newspapers,2014,2,25,1
3481,30/05/2014,yogurt,2014,5,30,4
1004,5/01/2014,dish cleaner,2014,1,5,6
1438,5/11/2015,sausage,2015,11,5,3
1846,9/11/2015,root vegetables,2015,11,9,0
2230,28/05/2015,chocolate,2015,5,28,3
3194,22/10/2014,pickled vegetables,2014,10,22,2
2231,5/08/2015,margarine,2015,8,5,2
2047,28/04/2014,semi-finished bread,2014,4,28,0
3809,11/11/2014,detergent,2014,11,11,1
2196,2/12/2014,curd,2014,12,2,1
1190,21/06/2014,bottled water,2014,6,21,5
2357,7/08/2015,baking powder,2015,8,7,4
2041,4/08/2014,rolls/buns,2014,8,4,0
3947,13/05/2014,newspapers,2014,5,13,1
1619,3/04/2015,flower (seeds),2015,4,3,4
4993,19/08/2014,tropical fruit,2014,8,19,1
2127,1/01/2015,pickled vegetables,2015,1,1,3
4791,27/02/2014,long life bakery product,2014,2,27,3
4542,12/05/2014,soap,2014,5,12,0
1646,14/03/2014,butter,2014,3,14,4
1265,2/01/2014,whole milk,2014,1,2,3
4678,31/03/2015,condensed milk,2015,3,31,1
1374,9/01/2014,sugar,2014,1,9,3
4929,26/03/2015,bottled water,2015,3,26,3
1479,15/05/2015,sausage,2015,5,15,4
3229,25/03/2015,whipped/sour cream,2015,3,25,2
2504,14/08/2015,curd,2015,8,14,4
4719,2/12/2014,fruit/vegetable juice,2014,12,2,1
3760,22/11/2015,beverages,2015,11,22,6
3985,20/01/2015,bottled beer,2015,1,20,1
2143,25/07/2015,pet care,2015,7,25,5
2910,28/03/2014,canned fish,2014,3,28,4
3276,30/06/2015,frozen fish,2015,6,30,1
3459,12/04/2014,white bread,2014,4,12,5
4466,20/08/2015,whole milk,2015,8,20,3
2315,17/12/2015,chicken,2015,12,17,3
2942,17/08/2014,waffles,2014,8,17,6
4659,22/04/2014,whole milk,2014,4,22,1
1706,4/02/2014,soda,2014,2,4,1
3030,19/11/2014,packaged fruit/vegetables,2014,11,19,2
3267,30/03/2014,sauces,2014,3,30,6
1304,30/04/2015,dishes,2015,4,30,3
1097,10/12/2014,shopping bags,2014,12,10,2
4219,21/09/2014,citrus fruit,2014,9,21,6
4896,5/03/2014,red/blush wine,2014,3,5,2
4092,14/06/2015,onions,2015,6,14,6
3462,10/01/2014,bottled beer,2014,1,10,4
2599,30/07/2015,white wine,2015,7,30,3
1379,7/07/2015,herbs,2015,7,7,1
1710,3/08/2014,rolls/buns,2014,8,3,6
4040,14/11/2014,margarine,2014,11,14,4
3282,22/06/2015,frankfurter,2015,6,22,0
4706,23/11/2015,chocolate,2015,11,23,0
1050,10/12/2014,other vegetables,2014,12,10,2
2275,19/05/2015,shopping bags,2015,5,19,1
3599,25/05/2015,flour,2015,5,25,0
1698,22/07/2015,brown bread,2015,7,22,2
1798,15/12/2014,pastry,2014,12,15,0
3165,27/11/2015,rolls/buns,2015,11,27,4
3128,13/06/2015,rolls/buns,2015,6,13,5
2747,17/09/2014,whole milk,2014,9,17,2
3562,17/12/2014,newspapers,2014,12,17,2
2133,24/05/2014,bottled water,2014,5,24,5
3041,18/02/2014,shopping bags,2014,2,18,1
1049,8/04/2015,candy,2015,4,8,2
4075,3/08/2014,whole milk,2014,8,3,6
4849,17/05/2015,berries,2015,5,17,6
3992,15/11/2014,UHT-milk,2014,11,15,5
4887,30/03/2014,soda,2014,3,30,6
4832,12/03/2015,frankfurter,2015,3,12,3
2138,13/05/2014,whole milk,2014,5,13,1
3752,20/08/2015,newspapers,2015,8,20,3
1475,28/03/2015,hamburger meat,2015,3,28,5
1065,27/10/2015,beef,2015,10,27,1
2416,15/02/2015,yogurt,2015,2,15,6
4821,28/11/2015,cream cheese ,2015,11,28,5
2617,19/06/2014,frozen meals,2014,6,19,3
2573,1/03/2015,candy,2015,3,1,6
3552,24/02/2014,long life bakery product,2014,2,24,0
4108,21/07/2015,rolls/buns,2015,7,21,1
2097,10/01/2015,yogurt,2015,1,10,5
3869,8/01/2015,herbs,2015,1,8,3
4888,13/02/2015,dishes,2015,2,13,4
4275,18/08/2015,pot plants,2015,8,18,1
2284,3/11/2015,frankfurter,2015,11,3,1
2690,3/06/2015,whole milk,2015,6,3,2
1073,21/03/2014,brown bread,2014,3,21,4
2500,30/03/2015,waffles,2015,3,30,0
3731,18/08/2014,roll products ,2014,8,18,0
1061,9/05/2015,root vegetables,2015,5,9,5
1393,25/06/2014,flour,2014,6,25,2
3266,10/07/2014,soda,2014,7,10,3
2406,3/10/2015,rolls/buns,2015,10,3,5
3737,12/06/2015,yogurt,2015,6,12,4
1064,21/04/2014,rolls/buns,2014,4,21,0
4462,4/02/2015,rolls/buns,2015,2,4,2
1494,16/05/2014,soft cheese,2014,5,16,4
4330,13/05/2014,domestic eggs,2014,5,13,1
1016,30/09/2015,frankfurter,2015,9,30,2
1633,7/05/2014,shopping bags,2014,5,7,2
2453,6/06/2014,whole milk,2014,6,6,4
1264,12/11/2014,butter,2014,11,12,2
2974,24/05/2014,tropical fruit,2014,5,24,5
3696,11/02/2014,sparkling wine,2014,2,11,1
1053,16/05/2014,rolls/buns,2014,5,16,4
1780,13/10/2015,canned fish,2015,10,13,1
4708,20/03/2015,sausage,2015,3,20,4
3892,4/07/2014,newspapers,2014,7,4,4
1669,19/08/2015,sausage,2015,8,19,2
1863,8/04/2015,pork,2015,4,8,2
4204,4/01/2014,white bread,2014,1,4,5
3390,21/02/2015,frozen meals,2015,2,21,5
2294,14/01/2014,whipped/sour cream,2014,1,14,1
1522,27/03/2014,sausage,2014,3,27,3
1291,14/01/2015,rolls/buns,2015,1,14,2
3260,7/08/2015,meat,2015,8,7,4
2716,23/09/2015,ice cream,2015,9,23,2
3550,12/06/2014,yogurt,2014,6,12,3
3465,19/02/2014,canned fish,2014,2,19,2
4610,19/04/2015,curd,2015,4,19,6
2440,26/06/2014,house keeping products,2014,6,26,3
1566,28/06/2014,curd,2014,6,28,5
4588,28/07/2014,whipped/sour cream,2014,7,28,0
1715,21/05/2015,butter,2015,5,21,3
1870,9/05/2015,soda,2015,5,9,5
3206,7/07/2014,root vegetables,2014,7,7,0
3885,13/04/2015,rolls/buns,2015,4,13,0
4159,7/11/2014,canned fish,2014,11,7,4
4637,28/08/2014,rolls/buns,2014,8,28,3
1947,1/07/2014,specialty chocolate,2014,7,1,1
3245,17/05/2015,citrus fruit,2015,5,17,6
2043,3/07/2015,bottled water,2015,7,3,4
4258,22/04/2015,whole milk,2015,4,22,2
2744,19/05/2015,ham,2015,5,19,1
2111,25/02/2015,candles,2015,2,25,2
3466,31/05/2014,newspapers,2014,5,31,5
4881,26/03/2015,coffee,2015,3,26,3
1521,9/11/2014,margarine,2014,11,9,6
1224,20/09/2014,specialty chocolate,2014,9,20,5
1339,23/05/2015,other vegetables,2015,5,23,5
3308,4/09/2014,pastry,2014,9,4,3
1608,13/11/2015,citrus fruit,2015,11,13,4
2694,21/11/2015,tropical fruit,2015,11,21,5
3062,22/03/2015,whole milk,2015,3,22,6
4911,28/06/2014,brown bread,2014,6,28,5
3727,19/05/2015,tropical fruit,2015,5,19,1
3811,7/07/2014,whole milk,2014,7,7,0
4349,8/11/2014,pickled vegetables,2014,11,8,5
1078,28/10/2015,coffee,2015,10,28,2
4888,13/02/2015,beverages,2015,2,13,4
4234,17/07/2015,whole milk,2015,7,17,4
4303,23/08/2015,soups,2015,8,23,6
4430,12/02/2015,curd,2015,2,12,3
2986,28/03/2014,pork,2014,3,28,4
2070,16/07/2015,soda,2015,7,16,3
2356,2/02/2015,pip fruit,2015,2,2,0
3592,28/10/2015,canned beer,2015,10,28,2
4235,19/12/2015,condensed milk,2015,12,19,5
1452,27/10/2015,chicken,2015,10,27,1
3298,28/01/2015,canned beer,2015,1,28,2
2142,19/05/2015,specialty bar,2015,5,19,1
4042,8/08/2015,meat,2015,8,8,5
2141,21/02/2014,yogurt,2014,2,21,4
1173,2/07/2015,bottled beer,2015,7,2,3
1162,28/03/2014,berries,2014,3,28,4
2432,10/06/2015,condensed milk,2015,6,10,2
4332,25/10/2015,bottled beer,2015,10,25,6
3690,24/04/2015,frankfurter,2015,4,24,4
1126,17/05/2015,root vegetables,2015,5,17,6
1090,31/08/2015,dishes,2015,8,31,0
3325,29/11/2015,beef,2015,11,29,6
2601,28/02/2014,curd,2014,2,28,4
3042,27/12/2015,root vegetables,2015,12,27,6
2602,20/01/2014,cream cheese ,2014,1,20,0
4664,9/02/2014,citrus fruit,2014,2,9,6
4455,18/06/2014,root vegetables,2014,6,18,2
1932,7/06/2014,tropical fruit,2014,6,7,5
2239,13/12/2015,canned fruit,2015,12,13,6
3128,20/04/2015,whipped/sour cream,2015,4,20,0
4723,28/08/2014,root vegetables,2014,8,28,3
2092,9/04/2015,tropical fruit,2015,4,9,3
3972,4/03/2014,UHT-milk,2014,3,4,1
1661,6/01/2015,pip fruit,2015,1,6,1
1269,30/09/2015,whole milk,2015,9,30,2
2364,21/06/2015,onions,2015,6,21,6
3489,26/08/2014,coffee,2014,8,26,1
2755,25/11/2014,frozen vegetables,2014,11,25,1
4623,1/09/2014,newspapers,2014,9,1,0
1501,17/08/2015,hard cheese,2015,8,17,0
3963,21/02/2015,specialty bar,2015,2,21,5
2400,2/06/2015,margarine,2015,6,2,1
1169,15/04/2014,napkins,2014,4,15,1
4294,1/08/2015,other vegetables,2015,8,1,5
4003,21/11/2015,root vegetables,2015,11,21,5
1574,25/04/2014,margarine,2014,4,25,4
1237,22/06/2014,cream cheese ,2014,6,22,6
4769,20/08/2014,napkins,2014,8,20,2
2168,2/07/2014,grapes,2014,7,2,2
3887,24/09/2014,bottled water,2014,9,24,2
3879,18/08/2014,dessert,2014,8,18,0
1752,19/04/2015,butter milk,2015,4,19,6
4725,9/01/2015,rolls/buns,2015,1,9,4
3862,4/03/2014,sausage,2014,3,4,1
2264,17/10/2014,other vegetables,2014,10,17,4
4946,17/02/2015,chocolate,2015,2,17,1
4825,1/08/2015,root vegetables,2015,8,1,5
4024,15/10/2014,butter,2014,10,15,2
1772,4/09/2014,rolls/buns,2014,9,4,3
3584,29/05/2014,soft cheese,2014,5,29,3
3488,19/08/2015,frankfurter,2015,8,19,2
4624,13/08/2014,softener,2014,8,13,2
1929,7/10/2015,citrus fruit,2015,10,7,2
4432,9/04/2014,tropical fruit,2014,4,9,2
3186,8/03/2015,ham,2015,3,8,6
3200,9/07/2014,berries,2014,7,9,2
3234,16/08/2015,citrus fruit,2015,8,16,6
3523,11/09/2015,other vegetables,2015,9,11,4
2065,28/11/2014,soda,2014,11,28,4
4925,26/09/2014,light bulbs,2014,9,26,4
1815,24/10/2014,yogurt,2014,10,24,4
3363,25/01/2015,butter,2015,1,25,6
2093,6/01/2014,canned vegetables,2014,1,6,0
1427,1/10/2015,soda,2015,10,1,3
1654,29/04/2015,rolls/buns,2015,4,29,2
2648,22/05/2014,soda,2014,5,22,3
2591,9/01/2014,soda,2014,1,9,3
2869,29/04/2015,yogurt,2015,4,29,2
3737,7/06/2014,rolls/buns,2014,6,7,5
4302,4/05/2015,newspapers,2015,5,4,0
3760,22/11/2015,sliced cheese,2015,11,22,6
4614,12/01/2014,newspapers,2014,1,12,6
3657,28/11/2014,white bread,2014,11,28,4
4770,22/02/2014,fruit/vegetable juice,2014,2,22,5
4657,21/09/2014,rolls/buns,2014,9,21,6
3523,4/05/2014,brown bread,2014,5,4,6
2673,23/04/2014,soda,2014,4,23,2
3380,16/05/2015,pasta,2015,5,16,5
1744,27/06/2015,soda,2015,6,27,5
4632,30/09/2015,canned beer,2015,9,30,2
2222,22/02/2014,canned vegetables,2014,2,22,5
1356,17/08/2014,butter milk,2014,8,17,6
1884,12/11/2015,other vegetables,2015,11,12,3
4693,6/04/2014,pastry,2014,4,6,6
1913,6/11/2014,chicken,2014,11,6,3
2645,27/06/2015,soda,2015,6,27,5
4195,10/01/2015,waffles,2015,1,10,5
4785,14/08/2014,hard cheese,2014,8,14,3
4426,18/05/2015,tropical fruit,2015,5,18,0
3708,27/10/2014,pip fruit,2014,10,27,0
1513,29/05/2014,whipped/sour cream,2014,5,29,3
3879,14/10/2014,tropical fruit,2014,10,14,1
2511,24/02/2014,other vegetables,2014,2,24,0
2194,1/11/2015,other vegetables,2015,11,1,6
2001,3/03/2015,citrus fruit,2015,3,3,1
1648,5/01/2015,pastry,2015,1,5,0
2617,19/06/2014,liquor,2014,6,19,3
3629,22/11/2014,rolls/buns,2014,11,22,5
1948,1/04/2014,other vegetables,2014,4,1,1
2047,5/08/2015,meat,2015,8,5,2
3236,4/09/2015,rolls/buns,2015,9,4,4
1988,9/08/2015,bottled water,2015,8,9,6
2641,3/01/2015,beverages,2015,1,3,5
2885,26/12/2014,long life bakery product,2014,12,26,4
1566,19/11/2015,bottled beer,2015,11,19,3
1980,14/05/2014,citrus fruit,2014,5,14,2
2973,13/12/2014,whole milk,2014,12,13,5
1966,20/09/2014,cream cheese ,2014,9,20,5
3083,29/03/2014,whole milk,2014,3,29,5
3962,18/09/2015,whipped/sour cream,2015,9,18,4
1715,5/03/2015,beverages,2015,3,5,3
1457,5/12/2014,white bread,2014,12,5,4
1832,17/04/2015,specialty chocolate,2015,4,17,4
2755,17/05/2015,whole milk,2015,5,17,6
1189,7/04/2014,sliced cheese,2014,4,7,0
4485,28/07/2014,hygiene articles,2014,7,28,0
2360,7/09/2014,rolls/buns,2014,9,7,6
4512,8/12/2014,root vegetables,2014,12,8,0
3219,8/04/2015,other vegetables,2015,4,8,2
4875,5/12/2015,brown bread,2015,12,5,5
3074,11/03/2014,processed cheese,2014,3,11,1
1465,26/06/2015,meat,2015,6,26,4
3036,7/12/2015,frozen fish,2015,12,7,0
2193,1/05/2014,whole milk,2014,5,1,3
1480,25/05/2014,grapes,2014,5,25,6
4155,9/10/2014,softener,2014,10,9,3
4582,22/06/2014,root vegetables,2014,6,22,6
2193,1/05/2014,bottled beer,2014,5,1,3
3754,1/02/2015,margarine,2015,2,1,6
2525,14/01/2015,soda,2015,1,14,2
4787,27/08/2014,candles,2014,8,27,2
1213,14/09/2015,bottled beer,2015,9,14,0
3236,26/01/2015,dessert,2015,1,26,0
1043,16/06/2014,chocolate marshmallow,2014,6,16,0
4266,19/02/2014,bottled beer,2014,2,19,2
4538,22/06/2014,fruit/vegetable juice,2014,6,22,6
1148,27/09/2015,soda,2015,9,27,6
3166,15/01/2015,waffles,2015,1,15,3
1499,22/02/2014,soda,2014,2,22,5
1859,14/01/2014,soda,2014,1,14,1
4271,19/12/2014,whipped/sour cream,2014,12,19,4
3851,5/06/2014,other vegetables,2014,6,5,3
3591,9/02/2015,hamburger meat,2015,2,9,0
1563,3/11/2014,sliced cheese,2014,11,3,0
1839,10/09/2015,pork,2015,9,10,3
1606,1/12/2014,dog food,2014,12,1,0
4265,5/06/2014,other vegetables,2014,6,5,3
1754,17/09/2015,citrus fruit,2015,9,17,3
4814,2/12/2015,soda,2015,12,2,2
2671,6/04/2014,whole milk,2014,4,6,6
3662,20/07/2015,whole milk,2015,7,20,0
1693,30/05/2014,cream cheese ,2014,5,30,4
3610,16/09/2014,whole milk,2014,9,16,1
1592,28/11/2014,other vegetables,2014,11,28,4
3685,26/08/2015,soda,2015,8,26,2
2241,22/01/2014,brown bread,2014,1,22,2
1819,11/11/2015,pastry,2015,11,11,2
1780,10/07/2014,whole milk,2014,7,10,3
2277,18/01/2015,canned beer,2015,1,18,6
2779,17/10/2015,root vegetables,2015,10,17,5
